IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  ABILIOREIS,NEWREG                              ,2026-04-04-06.59.50.528000,,MAXADMIN
  LUCASSILVADECARVALHO,INACTIVE                            ,2025-04-24-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASSILVADECARVALHO,NEWREG                              ,2025-02-18-19.28.12.000000,,MAXADMIN
  LUCASSILVADECARVALHO,ACTIVE                              ,2025-02-18-19.40.18.000000,,ANDREGIACOMELI
  LUCASSILVADECARVALHO,INACTIVE                            ,2024-10-19-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASSILVADECARVALHO,ACTIVE                              ,2024-08-28-14.48.03.000000,,ANDREGIACOMELI
  LUCASSOUZA,ACTIVE                              ,2017-08-18-14.38.45.000000,,PAULOPARREIRA
  LUCASSOUZA,INACTIVE                            ,2021-07-10-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASSOUZA,ACTIVE                              ,2020-07-10-10.26.01.000000,Ticket#0164437,JULINECAETANO
  LUCASSOUZA,INACTIVE                            ,2019-01-25-16.17.24.000000,Inativando usuários que nao acessam o ambiente nos ultimos 6 meses,MAXADOOG
  LUCIANOCABRAL,ACTIVE                              ,2014-05-04-09.25.22.000000,,MAXADMIN
  LUCIANOCABRAL,ACTIVE                              ,2017-01-19-04.17.39.000000,,HELPDESK
  LUCIANOCABRAL,BLOCKED                             ,2017-01-19-02.04.03.000000,,MAXADMIN
  LUCIANOCABRAL,INACTIVE                            ,2019-02-11-17.31.53.000000,Saneamento de acordo com informação do capitao em 11/02,MAXADOOG
  LUCIANOCABRAL,INACTIVE                            ,2025-09-03-06.00.11.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCIANOCABRAL,ACTIVE                              ,2024-03-06-23.02.38.000000,,MAXADMIN
  LUCIANOCABRAL,BLOCKED                             ,2024-03-06-22.55.09.000000,,MAXADMIN
  LUCIANOCABRAL,ACTIVE                              ,2019-08-08-17.09.02.000000,Ticket#091478 — Solicitação de acesso ao Maximo,THIAGOFROES
  LUCIANOCAMARA,INACTIVE                            ,2016-12-01-08.53.53.000000,,MAXADOOG
  LUCIANOCAMARA,ACTIVE                              ,2017-01-06-10.05.49.000000,,MAXADOOG
  LUCIANOCAMARA,ACTIVE                              ,2016-10-14-15.49.42.000000,,JULINECAETANO
  LUCIANOCAMARA,INACTIVE                            ,2020-03-10-17.53.41.000000,Sem login nos ultimos seis meses,MAXADOOG
  LUCIANOCAMARA,INACTIVE                            ,2021-07-10-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCIANOCAMARA,ACTIVE                              ,2019-07-16-16.09.23.000000,Ticket#087712 — ACESSO MAXIMO NORBEVI,THIAGOFROES
  LUCIANOCAMARA,INACTIVE                            ,2019-01-25-16.17.24.000000,Inativando usuários que nao acessam o ambiente nos ultimos 6 meses,MAXADOOG
  LUCIANOCAMARA,ACTIVE                              ,2021-01-21-09.20.16.000000,,MAXADOOG
  LUCIANOFERNANDES,ACTIVE                              ,2014-12-26-13.53.50.000000,,MAXADMIN
  LUCIANOFERNANDES,INACTIVE                            ,2018-08-06-13.57.42.000000,Ticket#014580 — Rescisão Contratual - 03/08/18,JULINECAETANO
  LUCIANOFERREIRA,NEWREG                              ,2026-02-19-19.28.51.245000,,ITEAM
  LUCIANOFERREIRA,INACTIVE                            ,2026-05-22-07.45.04.974000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCIANOFERREIRA,ACTIVE                              ,2026-02-19-19.31.52.373000,,RAFAELLANA
  LUCIANOJUNIOR,INACTIVE                            ,2020-06-09-20.31.45.000000,,MAXADOOG
  LUCIANOJUNIOR,INACTIVE                            ,2025-04-18-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCIANOJUNIOR,ACTIVE                              ,2025-01-22-00.42.17.000000,,HELPDESK
  LUCIANOJUNIOR,BLOCKED                             ,2022-05-21-18.11.57.000000,,MAXADMIN
  LUCIANOJUNIOR,INACTIVE                            ,2023-06-24-06.00.06.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCIANOJUNIOR,ACTIVE                              ,2022-05-21-18.19.36.000000,,MAXADMIN
  LUCIANOJUNIOR,ACTIVE                              ,2019-03-22-15.36.15.000000,,THIAGOFROES
  LUCIANOJUNIOR,ACTIVE                              ,2020-12-10-16.55.34.000000,,MAXADOOG
  LUCIANORIBEIRO,ACTIVE                              ,2018-08-17-11.06.22.000000,,MAXADMIN
  LUCIANORIBEIRO,INACTIVE                            ,2019-01-25-16.17.24.000000,Inativando usuários que nao acessam o ambiente nos ultimos 6 meses,MAXADOOG
  LUDPINHEIRO,ACTIVE                              ,2024-04-12-15.13.20.000000,,ANDREGIACOMELI
  LUDPINHEIRO,INACTIVE                            ,2024-06-02-11.55.53.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUDPINHEIRO,NEWREG                              ,2024-04-12-15.12.22.000000,,MAXADMIN
  LUISFRAMOS,NEWREG                              ,2025-08-16-15.15.58.000000,,ITEAM
  LUISFRAMOS,INACTIVE                            ,2025-10-07-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUISFRAMOS,ACTIVE                              ,2025-08-16-15.17.59.000000,,RAFAELLANA
  LUISFRANCISCO,ACTIVE                              ,2024-04-23-10.24.50.000000,,JOSESANTOS
  LUISFRANCISCO,INACTIVE                            ,2024-06-13-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUISFRANCISCO,NEWREG                              ,2024-04-23-10.23.24.000000,,MAXADMIN
  LUISMAGNO,INACTIVE                            ,2023-12-23-00.00.02.000000,Automatic Inativate expired user access,MAXADMIN
  LUISMAGNO,INACTIVE                            ,2025-03-13-06.00.07.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUISMAGNO,INACTIVE                            ,2025-01-05-06.00.07.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUISMAGNO,BLOCKED                             ,2024-11-16-06.31.35.000000,,MAXADMIN
  LUISMAGNO,ACTIVE                              ,2024-11-16-06.41.07.000000,,MAXADMIN
  LUISMAGNO,ACTIVE                              ,2025-01-10-11.33.56.000000,,ANDREGIACOMELI
  LUISMAGNO,INACTIVE                            ,2024-05-20-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUISMAGNO,INACTIVE                            ,2024-09-10-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUISMAGNO,ACTIVE                              ,2024-06-12-19.34.11.000000,Ticket#0361108,HELPDESK
  LUISMAGNO,ACTIVE                              ,2024-09-14-07.03.16.000000,,JOSESANTOS
  LUISMAGNO,BLOCKED                             ,2024-03-16-16.48.06.000000,,MAXADMIN
  LUISMAGNO,ACTIVE                              ,2024-03-16-16.45.26.000000,,ANDREGIACOMELI
  LUISMAGNO,ACTIVE                              ,2024-03-16-16.57.14.000000,,MAXADMIN
  LUISMAGNO,ACTIVE                              ,2023-12-12-16.58.20.000000,,JOSESANTOS
  LUISMAGNO,NEWREG                              ,2023-12-12-16.57.33.000000,,MAXADMIN
  LUISMBARBOSA,ACTIVE                              ,2023-12-11-13.51.54.000000,,JOSESANTOS
  LUISMBARBOSA,NEWREG                              ,2023-12-09-13.38.33.000000,,MAXADMIN
  LUISMBARBOSA,INACTIVE                            ,2023-12-23-00.00.02.000000,Automatic Inativate expired user access,MAXADMIN
  LUISMORAES,ACTIVE                              ,2024-09-09-12.39.22.000000,,ITEAM
  LUISMORAES,ACTIVE                              ,2026-06-13-23.26.00.437000,,HELPDESK
  LUISMORAES,INACTIVE                            ,2026-04-21-07.45.04.780000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUISMORAES,ACTIVE                              ,2026-02-23-06.41.17.197000,,MAXADMIN
  LUISMORAES,BLOCKED                             ,2026-02-23-06.33.07.688000,,MAXADMIN
  LUISMORAES,ACTIVE                              ,2026-01-04-12.00.42.140000,,HELPDESK
  LUISMORAES,INACTIVE                            ,2025-09-05-06.00.12.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUISMORAES,ACTIVE                              ,2025-07-10-16.11.14.000000,Ticket#2025071029001144,HELPDESK
  LUISMORAES,INACTIVE                            ,2025-05-16-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUISMORAES,ACTIVE                              ,2024-11-07-19.35.08.000000,0377794,HELPDESK
  LUISMORAES,INACTIVE                            ,2024-10-30-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUISPASSOS,ACTIVE                              ,2016-02-04-12.44.55.000000,,MAXADMIN
  LUISPASSOS,INACTIVE                            ,2016-11-30-15.30.01.000000,Desativando usuarios que nao fizeram login em 2016,MAXADOOG
  LUIZAMPARO,NEWREG                              ,2025-06-14-14.48.30.000000,,ITEAM
  LUIZAMPARO,INACTIVE                            ,2025-08-06-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZAMPARO,ACTIVE                              ,2025-06-14-14.51.35.000000,,ANDREGIACOMELI
  LUIZANDRE,ACTIVE                              ,2014-04-30-08.37.54.000000,,MAXADMIN
  LUIZANDRE,INACTIVE                            ,2016-11-30-15.30.01.000000,Desativando usuarios que nao fizeram login em 2016,MAXADOOG
  LUIZANDRE,ACTIVE                              ,2018-10-26-16.17.27.000000,,MAXADOOG
  LUIZANDRE,ACTIVE                              ,2025-07-24-00.45.55.000000,,MAXADMIN
  LUIZANDRE,ACTIVE                              ,2025-07-27-01.26.02.000000,,MAXADMIN
  LUIZANDRE,BLOCKED                             ,2025-07-27-01.17.05.000000,,MAXADMIN
  LUIZANDRE,BLOCKED                             ,2025-07-24-00.41.11.000000,,MAXADMIN
  LUIZANDRE,BLOCKED                             ,2025-05-02-18.25.47.000000,,MAXADMIN
  LUIZANDRE,ACTIVE                              ,2025-05-02-18.30.06.000000,,MAXADMIN
  LUIZANDRE,INACTIVE                            ,2021-07-10-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZANDRE,ACTIVE                              ,2023-08-04-09.56.40.000000,Ticket#0308878,HELPDESK
  LUIZANDRE,ACTIVE                              ,2023-03-22-08.04.37.000000,,MAXADMIN
  LUIZANDRE,INACTIVE                            ,2023-07-07-06.00.05.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZANDRE,BLOCKED                             ,2023-03-22-08.03.15.000000,,MAXADMIN
  LUIZANDRE,ACTIVE                              ,2023-03-22-07.44.05.000000,Ticket#0284020,HELPDESK
  LUIZBALIZA,ACTIVE                              ,2024-08-06-19.37.01.000000,,ANDREGIACOMELI
  LUIZBALIZA,INACTIVE                            ,2024-10-17-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZBALIZA,NEWREG                              ,2024-08-06-19.34.44.000000,,MAXADMIN
  LUIZCONCEISSAO,INACTIVE                            ,2025-07-16-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZCONCEISSAO,ACTIVE                              ,2025-05-15-17.57.41.000000,,ITEAM
  LUIZDELIMA,NEWREG                              ,2026-04-18-12.36.41.288000,,MAXADMIN
  LUIZDELIMA,INACTIVE                            ,2026-06-16-07.45.02.828000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZDELIMA,ACTIVE                              ,2026-04-18-12.37.25.998000,,RAFAELLANA
  LUIZFILHO,INACTIVE                            ,2025-07-24-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZFILHO,ACTIVE                              ,2025-06-03-15.14.06.000000,,ITEAM
  LUIZJR,NEWREG                              ,2023-12-25-11.01.31.000000,,MAXADMIN
  LUIZJR,INACTIVE                            ,2024-02-14-05.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZJR,ACTIVE                              ,2023-12-25-11.05.23.000000,,ANDREGIACOMELI
  LUIZLOPES,INACTIVE                            ,2023-11-22-05.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZLOPES,INACTIVE                            ,2025-05-06-06.00.07.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZLOPES,ACTIVE                              ,2024-11-15-10.44.37.000000,,MAXADOOG
  LUIZLOPES,INACTIVE                            ,2024-10-14-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZLOPES,ACTIVE                              ,2024-08-23-15.42.04.000000,,MAXADOOG
  LUIZLOPES,INACTIVE                            ,2024-02-09-09.12.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZLOPES,ACTIVE                              ,2023-10-02-18.02.32.000000,,ITEAM
  LUIZLOPES,ACTIVE                              ,2023-12-15-18.08.33.000000,,MAXADOOG
  LUIZOLIVEIRA,ACTIVE                              ,2019-12-13-10.33.12.000000,,JULINECAETANO
  LUIZOLIVEIRA,INACTIVE                            ,2023-11-23-08.57.50.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZOLIVEIRA,ACTIVE                              ,2023-09-28-08.16.36.000000,,MAXADOOG
  LUIZOLIVEIRA,INACTIVE                            ,2020-03-02-11.45.51.000000,,MAXADOOG
  LUIZPENNA,ACTIVE                              ,2024-01-17-19.34.43.000000,,ANDREGIACOMELI
  LUIZPENNA,INACTIVE                            ,2024-06-09-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZPENNA,NEWREG                              ,2024-01-17-19.34.01.000000,,MAXADMIN
  LUIZPERARO,NEWREG                              ,2026-06-25-06.38.27.714000,,MAXADMIN
  LUIZPERARO,ACTIVE                              ,2026-06-25-06.39.10.620000,,RAFAELLANA
  LUIZPHILLIPE,NEWREG                              ,2025-12-12-16.47.58.336000,,ITEAM
  LUIZPHILLIPE,INACTIVE                            ,2026-03-26-07.45.03.929000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZPHILLIPE,ACTIVE                              ,2025-12-13-06.04.15.653000,,ANDREGIACOMELI
  LUIZPORTELA,ACTIVE                              ,2024-09-12-09.53.49.000000,,JOSESANTOS
  LUIZPORTELA,INACTIVE                            ,2024-11-17-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZPORTELA,NEWREG                              ,2024-09-12-09.48.30.000000,,MAXADMIN
  LUIZRAFAEL,ACTIVE                              ,2024-08-01-20.03.55.000000,,ANDREGIACOMELI
  LUIZRAFAEL,NEWREG                              ,2024-08-01-20.02.59.000000,,MAXADMIN
  LUIZRAFAEL,INACTIVE                            ,2024-09-24-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZSOARES,INACTIVE                            ,2025-08-06-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZSOARES,ACTIVE                              ,2025-06-16-12.05.07.000000,,ITEAM
  LUIZTEIXEIRA,ACTIVE                              ,2024-08-07-15.25.12.000000,,ITEAM
  LUIZTEIXEIRA,INACTIVE                            ,2024-10-11-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUIZVITORINO,ACTIVE                              ,2025-06-19-16.42.45.000000,,MAXADMIN
  LUIZVITORINO,BLOCKED                             ,2025-06-19-16.36.16.000000,,MAXADMIN
  LUIZVITORINO,INACTIVE                            ,2025-08-09-06.00.36.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUMANHAES,NEWREG                              ,2024-11-02-16.41.38.000000,,MAXADMIN
  LUMANHAES,INACTIVE                            ,2025-02-27-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUMANHAES,ACTIVE                              ,2024-11-02-16.43.11.000000,,JOSESANTOS
  LUZENANGELOHORTA,ACTIVE                              ,2017-02-14-16.09.36.000000,,MAXADMIN
  LUZENANGELOHORTA,INACTIVE                            ,2018-11-13-07.55.37.000000,Ticket#022438 — Inativação de persons,RENANAVNER
  LVITORINO,NEWREG                              ,2026-05-27-14.49.45.599000,,MAXADMIN
  LVITORINO,ACTIVE                              ,2026-05-27-14.51.17.745000,,ANDREGIACOMELI
  MABARRETO,NEWREG                              ,2023-12-17-16.05.02.000000,,MAXADMIN
  MABARRETO,INACTIVE                            ,2024-07-28-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MABARRETO,BLOCKED                             ,2024-05-07-06.55.52.000000,,MAXADMIN
  MABARRETO,ACTIVE                              ,2024-05-07-06.59.38.000000,,MAXADMIN
  MABARRETO,INACTIVE                            ,2023-12-31-00.00.02.000000,Automatic Inativate expired user access,MAXADMIN
  MABARRETO,ACTIVE                              ,2024-01-15-06.50.39.000000,,ANDREGIACOMELI
  MABARRETO,ACTIVE                              ,2023-12-17-16.05.29.000000,,ANDREGIACOMELI
  MACEDOLUCAS,NEWREG                              ,2024-03-27-09.41.33.000000,,MAXADMIN
  MACIELTAIS,INACTIVE                            ,2023-12-18-07.13.10.000000,Automatic Inativate expired user access,MAXADMIN
  MACIELTAIS,NEWREG                              ,2025-04-26-07.04.52.000000,,MAXADMIN
  MACIELTAIS,ACTIVE                              ,2024-06-27-21.10.59.000000,,JOSESANTOS
  MACIELTAIS,INACTIVE                            ,2024-08-17-06.00.04.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MACIELTAIS,INACTIVE                            ,2024-04-01-06.00.03.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MACIELTAIS,ACTIVE                              ,2024-01-08-14.02.25.000000,,MAXADOOG
  MACIELTAIS,NEWREG                              ,2023-12-11-16.24.08.000000,,MAXADMIN
  MACIELTAIS,INACTIVE                            ,2024-01-03-00.00.02.000000,Automatic Inativate expired user access,MAXADMIN
  MACIELTAIS,ACTIVE                              ,2023-12-11-16.24.43.000000,,JOSESANTOS
  MACIELTAIS,ACTIVE                              ,2024-01-02-11.15.24.000000,,JOSESANTOS
  MAGNOGOMES,ACTIVE                              ,2024-01-17-14.07.51.000000,,ITEAM
  MAGNOGOMES,INACTIVE                            ,2026-03-26-07.45.01.875000,Usuario inativo por mais de 50 dias,MAXADMIN
  MAGNOGOMES,ACTIVE                              ,2025-11-28-19.38.25.000000,2025112829000907,HELPDESK
  MAGNOGOMES,INACTIVE                            ,2025-07-30-06.00.10.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MAGNOGOMES,BLOCKED                             ,2025-04-26-16.20.04.000000,,MAXADMIN
  MAGNOGOMES,BLOCKED                             ,2025-04-26-16.11.24.000000,,MAXADMIN
  MAGNOGOMES,ACTIVE                              ,2025-02-17-10.05.16.000000,2025021729000169,HELPDESK
