IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  ABILIOPEDROSO,NEWREG                              ,2025-02-15-19.43.21.000000,,MAXADMIN
  JOSEDASILVA,ACTIVE                              ,2024-09-01-19.43.37.000000,,RAPHAELBARBOSA
  JOSEDASILVA,INACTIVE                            ,2024-10-31-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEDASILVA,NEWREG                              ,2024-09-01-19.42.52.000000,,MAXADMIN
  JOSEDEARIMATEIA,ACTIVE                              ,2025-10-04-06.49.37.000000,,LUIZFELIPE
  JOSEDEARIMATEIA,INACTIVE                            ,2025-11-30-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEDEARIMATEIA,NEWREG                              ,2025-10-04-06.46.07.000000,,ITEAM
  JOSEELIASSILVA,ACTIVE                              ,2025-02-09-08.17.36.000000,,RENATOSOARES
  JOSEELIASSILVA,INACTIVE                            ,2025-04-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEELIASSILVA,NEWREG                              ,2025-02-09-08.17.06.000000,,MAXADMIN
  JOSEESILVA,NEWREG                              ,2024-11-06-20.57.44.000000,,MAXADMIN
  JOSEESILVA,INACTIVE                            ,2025-01-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEESILVA,ACTIVE                              ,2024-11-06-20.59.02.000000,,LUIZFELIPE
  JOSEFARIA,NEWREG                              ,2024-02-10-05.16.10.000000,,MAXADMIN
  JOSEFARIA,INACTIVE                            ,2024-02-20-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  JOSEFARIA,ACTIVE                              ,2024-02-10-05.16.58.000000,,RAPHAELBARBOSA
  JOSEFERNANDESSILVA,NEWREG                              ,2024-11-06-20.55.13.000000,,MAXADMIN
  JOSEFERNANDO,NEWREG                              ,2026-05-14-19.40.47.239000,,MAXADMIN
  JOSEFERNANDO,INACTIVE                            ,2026-07-04-07.45.02.348000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEFERNANDO,ACTIVE                              ,2026-05-14-19.41.34.165000,,RENATOSOARES
  JOSEFERREIRA,ACTIVE                              ,2023-10-26-14.39.19.000000,,ITEAM
  JOSEFERREIRA,INACTIVE                            ,2025-04-04-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEFERREIRA,ACTIVE                              ,2025-02-12-08.55.26.000000,2025021229000043,HELPDESK
  JOSEFERREIRA,INACTIVE                            ,2023-12-16-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEGONCALVES,NEWREG                              ,2024-06-21-16.16.32.000000,,MAXADMIN
  JOSEGONCALVES,ACTIVE                              ,2024-06-21-16.17.16.000000,,RAPHAELBARBOSA
  JOSEGONCALVES,INACTIVE                            ,2024-08-11-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEGUILHERME,ACTIVE                              ,2023-10-26-14.40.21.000000,,ITEAM
  JOSEGUILHERME,ACTIVE                              ,2026-04-17-19.14.54.761000,,HELPDESK
  JOSEGUILHERME,INACTIVE                            ,2025-08-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEGUILHERME,ACTIVE                              ,2024-06-15-17.14.16.000000,,HELPDESK
  JOSEGUILHERME,INACTIVE                            ,2024-04-07-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEHALMEIDA,ACTIVE                              ,2013-12-06-12.11.45.000000,,MAXADMIN
  JOSEHALMEIDA,ACTIVE                              ,2017-08-04-06.49.14.000000,,MAXADOOG
  JOSEHALMEIDA,INACTIVE                            ,2017-05-12-08.22.52.000000,Transferido para ODN3,MAXADOOG
  JOSEHALMEIDA,INACTIVE                            ,2017-12-04-14.23.30.000000,,MAXADOOG
  JOSEHALMEIDA,INACTIVE                            ,2024-01-31-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEHALMEIDA,ACTIVE                              ,2024-01-31-09.42.46.000000,,MAXADOOG
  JOSEHALMEIDA,ACTIVE                              ,2018-05-09-21.34.50.000000,,MAXADOOG
  JOSEHAMILTON,ACTIVE                              ,2021-07-16-11.25.39.000000,,ITEAM
  JOSEHAMILTON,INACTIVE                            ,2024-12-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEHAMILTON,ACTIVE                              ,2024-10-01-14.59.34.000000,,MAXADOOG
  JOSEHAMILTON,INACTIVE                            ,2021-07-16-12.31.26.000000,,ITEAM
  JOSEHEDITO,NEWREG                              ,2026-01-17-15.44.21.472000,,ITEAM
  JOSEHEDITO,INACTIVE                            ,2026-05-01-07.45.02.469000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEHEDITO,ACTIVE                              ,2026-01-17-15.44.55.064000,,RENATOSOARES
  JOSEILSONAUGUSTO,INACTIVE                            ,2024-03-13-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEILSONAUGUSTO,INACTIVE                            ,2026-03-26-07.45.02.180000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEILSONAUGUSTO,ACTIVE                              ,2024-01-22-10.43.14.000000,,MAXADMIN
  JOSEILSONAUGUSTO,ACTIVE                              ,2024-01-18-14.42.51.000000,,ITEAM
  JOSEILSONAUGUSTO,NEWREG                              ,2024-01-18-05.58.16.000000,,MAXADMIN
  JOSEILSONAUGUSTO,BLOCKED                             ,2024-01-22-10.38.08.000000,,MAXADMIN
  JOSEILSONBAGO,NEWREG                              ,2024-04-07-06.20.56.000000,,MAXADMIN
  JOSEILSONBAGO,ACTIVE                              ,2024-04-07-06.22.09.000000,,RAPHAELBARBOSA
  JOSEILSONBAGO,INACTIVE                            ,2024-06-04-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEIVANILDO,BLOCKED                             ,2025-06-24-08.17.40.000000,,MAXADMIN
  JOSEIVANILDO,INACTIVE                            ,2026-03-30-07.45.01.572000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEIVANILDO,ACTIVE                              ,2026-02-01-13.16.00.837000,,LUIZFELIPE
  JOSEIVANILDO,INACTIVE                            ,2025-10-13-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEIVANILDO,INACTIVE                            ,2025-08-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEIVANILDO,ACTIVE                              ,2025-08-17-19.38.34.000000,,LUIZFELIPE
  JOSEIVANILDO,ACTIVE                              ,2025-06-23-06.25.54.000000,,LUIZFELIPE
  JOSEIVANILDO,NEWREG                              ,2025-06-23-06.25.18.000000,,ITEAM
  JOSEIVANILDO,ACTIVE                              ,2025-06-24-08.19.01.000000,,MAXADMIN
  JOSELOPES,NEWREG                              ,2025-06-20-02.18.14.000000,,ITEAM
  JOSELOPES,ACTIVE                              ,2025-06-20-02.19.18.000000,,LUIZFELIPE
  JOSELUCAS,NEWREG                              ,2024-03-31-20.08.43.000000,,MAXADMIN
  JOSELUCAS,INACTIVE                            ,2026-05-04-07.45.03.403000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSELUCAS,ACTIVE                              ,2025-12-09-06.20.32.347000,,LUIZFELIPE
  JOSELUCAS,NEWREG                              ,2025-12-09-06.19.14.515000,,ITEAM
  JOSELUCAS,INACTIVE                            ,2024-07-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSELUCAS,ACTIVE                              ,2024-03-31-20.09.13.000000,,RAPHAELBARBOSA
  JOSEMALVESS,ACTIVE                              ,2025-06-23-13.04.29.000000,,ITEAM
  JOSEMALVESS,INACTIVE                            ,2025-08-13-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEMARQUES,ACTIVE                              ,2023-10-26-14.39.45.000000,,ITEAM
  JOSEMARQUES,INACTIVE                            ,2026-04-01-07.45.01.798000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEMARQUES,ACTIVE                              ,2024-12-01-17.08.37.000000,0379397,HELPDESK
  JOSEMARQUES,INACTIVE                            ,2024-08-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEMARQUES,ACTIVE                              ,2024-05-16-09.43.19.000000,Ticket#0356719 — Maximo - Reset de Senha,ITEAM
  JOSEMARQUES,BLOCKED                             ,2024-05-16-18.47.10.000000,,MAXADMIN
  JOSEMARQUES,ACTIVE                              ,2024-05-16-18.50.35.000000,,MAXADMIN
  JOSEMARQUES,INACTIVE                            ,2023-12-16-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSENILDOFREIRE,NEWREG                              ,2025-09-17-11.39.20.000000,,ITEAM
  JOSENILDOFREIRE,ACTIVE                              ,2025-09-17-11.41.41.000000,,LUIZFELIPE
  JOSENILDOFREIRE,INACTIVE                            ,2025-11-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEPEREZ,NEWREG                              ,2025-09-01-19.28.02.000000,,ITEAM
  JOSEPEREZ,INACTIVE                            ,2025-10-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEPEREZ,ACTIVE                              ,2025-09-01-19.35.34.000000,,RENATOSOARES
  JOSERALMEIDA,ACTIVE                              ,2013-12-06-14.29.03.000000,,MAXADMIN
  JOSERALMEIDA,INACTIVE                            ,2016-12-01-10.01.04.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  JOSERICARDOO,INACTIVE                            ,2025-09-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSERICARDOO,NEWREG                              ,2025-07-31-19.28.51.000000,,ITEAM
  JOSERICARDOO,ACTIVE                              ,2025-07-31-19.29.20.000000,,RENATOSOARES
  JOSESILVA,ACTIVE                              ,2018-04-10-07.44.18.000000,,JULINECAETANO
  JOSESILVA,ACTIVE                              ,2026-05-27-10.01.02.272000,,HELPDESK
  JOSESILVA,INACTIVE                            ,2026-04-24-07.45.01.937000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSESILVA,INACTIVE                            ,2024-08-02-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSESILVA,ACTIVE                              ,2024-08-15-14.03.56.000000,,GREGORYMATOS
  JOSESILVA,ACTIVE                              ,2024-03-25-16.42.12.000000,,MAXADMIN
  JOSESILVA,BLOCKED                             ,2024-03-25-16.40.10.000000,,MAXADMIN
  JOSESILVA,ACTIVE                              ,2023-11-16-08.22.09.000000,,MAXADOOG
  JOSESILVA,INACTIVE                            ,2019-01-25-16.33.00.000000,Inativando usuario que nao acessaram o sistema nos ultimos seis meses,MAXADOOG
  JOSETIAGO,INACTIVE                            ,2024-09-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSETIAGO,ACTIVE                              ,2024-07-24-08.36.06.000000,,ITEAM
  JOSEVIANA,NEWREG                              ,2024-01-22-19.43.00.000000,,MAXADMIN
  JOSEVIANA,INACTIVE                            ,2024-05-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEVIANA,ACTIVE                              ,2024-01-22-20.15.25.000000,,RAPHAELBARBOSA
  JOSEWAGNER,NEWREG                              ,2023-12-24-09.23.14.000000,,MAXADMIN
  JOSEWAGNER,ACTIVE                              ,2023-12-24-09.24.01.000000,,RAPHAELBARBOSA
  JOSEWAGNER,INACTIVE                            ,2024-01-01-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  JOSEWELTON,INACTIVE                            ,2024-03-31-01.00.01.000000,Automatic Inativate expired user access,MAXADMIN
  JOSEWELTON,ACTIVE                              ,2024-03-16-20.02.21.000000,,RAPHAELBARBOSA
  JOSEWELTON,NEWREG                              ,2024-03-16-20.01.05.000000,,MAXADMIN
  JOSEWILLIAM,NEWREG                              ,2024-11-30-02.45.46.000000,,MAXADMIN
  JOSEWILLIAM,INACTIVE                            ,2025-09-12-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEWILLIAM,ACTIVE                              ,2025-07-23-15.47.22.000000,,LUIZFELIPE
  JOSEWILLIAM,INACTIVE                            ,2025-01-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEWILLIAM,ACTIVE                              ,2024-11-30-02.51.07.000000,,LUIZFELIPE
  JOSEWSILVA,ACTIVE                              ,2024-11-30-03.15.08.000000,,LUIZFELIPE
  JOSEWSILVA,INACTIVE                            ,2025-01-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSEWSILVA,NEWREG                              ,2024-11-30-03.12.43.000000,,MAXADMIN
  JOSIASARAGAO,NEWREG                              ,2024-06-30-10.28.34.000000,,MAXADMIN
  JOSIASARAGAO,ACTIVE                              ,2024-06-30-10.31.03.000000,,RAPHAELBARBOSA
  JOSIASARAGAO,INACTIVE                            ,2024-08-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSIASFILHO,NEWREG                              ,2024-04-16-16.37.50.000000,,MAXADMIN
  JOSIASFILHO,INACTIVE                            ,2025-07-15-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSIASFILHO,ACTIVE                              ,2025-04-01-23.19.04.000000,,LUIZFELIPE
  JOSIASFILHO,NEWREG                              ,2025-04-01-23.17.59.000000,,MAXADMIN
  JOSIASFILHO,INACTIVE                            ,2024-06-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSIASFILHO,ACTIVE                              ,2024-04-16-16.38.40.000000,,RAPHAELBARBOSA
  JOSIELCARVALHO,NEWREG                              ,2025-04-05-19.39.16.000000,,MAXADMIN
  JOSIELCARVALHO,INACTIVE                            ,2025-07-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSIELCARVALHO,ACTIVE                              ,2025-04-05-19.40.17.000000,,RENATOSOARES
  JOSIELMOAUGUSTO,NEWREG                              ,2024-02-12-16.59.59.000000,,MAXADMIN
  JOSIELMOAUGUSTODIASTEODORNS,NEWREG                              ,2024-02-12-17.17.23.000000,,MAXADMIN
  JOSIELMOAUGUSTODIASTEODORNS,ACTIVE                              ,2024-10-01-14.10.18.000000,0374741,HELPDESK
  JOSIELMOAUGUSTODIASTEODORNS,INACTIVE                            ,2024-11-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSIELMOAUGUSTODIASTEODORNS,INACTIVE                            ,2024-04-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSIELMOAUGUSTODIASTEODORNS,INACTIVE                            ,2024-04-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSIELMOAUGUSTODIASTEODORNS,ACTIVE                              ,2024-04-19-12.13.44.000000,,MAXADOOG
  JOSIELMOAUGUSTODIASTEODORNS,BLOCKED                             ,2024-02-13-06.06.59.000000,,MAXADMIN
  JOSIELMOAUGUSTODIASTEODORNS,ACTIVE                              ,2024-02-12-17.18.38.000000,,RAPHAELBARBOSA
  JOSIELMOAUGUSTODIASTEODORNS,ACTIVE                              ,2024-02-13-06.11.15.000000,,MAXADMIN
  JOSIELMOAUGUSTODIASTEODORNS,ACTIVE                              ,2024-02-13-06.41.15.000000,,MAXADMIN
  JOSIELMOAUGUSTODIASTEODORNS,BLOCKED                             ,2024-02-13-06.35.20.000000,,MAXADMIN
  JOSIELMOAUGUSTODIASTEODORO,NEWREG                              ,2024-02-12-17.06.11.000000,,MAXADMIN
  JOSIELMOTEODORO,NEWREG                              ,2024-02-12-16.59.01.000000,,MAXADMIN
  JOSIMARSANTOS,ACTIVE                              ,2024-08-11-15.37.46.000000,,LUIZFELIPE
  JOSIMARSANTOS,INACTIVE                            ,2024-10-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSIMARSANTOS,NEWREG                              ,2024-08-11-15.37.02.000000,,MAXADMIN
  JOSUENUNES,NEWREG                              ,2025-05-29-20.24.51.000000,,ITEAM
  JOSUENUNES,INACTIVE                            ,2025-07-27-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOSUENUNES,ACTIVE                              ,2025-05-29-20.25.20.000000,,RENATOSOARES
  JOUBERTRIBEIRO,ACTIVE                              ,2015-12-07-15.33.03.000000,,MAXADMIN
  JOUBERTRIBEIRO,ACTIVE                              ,2016-07-02-21.19.25.000000,,HELPDESK
  JOUBERTRIBEIRO,BLOCKED                             ,2016-06-15-23.27.07.000000,,MAXADMIN
  JOUBERTRIBEIRO,BLOCKED                             ,2020-08-31-08.21.34.000000,,MAXADMIN
  JOUBERTRIBEIRO,BLOCKED                             ,2020-09-02-13.18.54.000000,,MAXADMIN
  JOUBERTRIBEIRO,ACTIVE                              ,2020-09-02-12.09.55.000000,,MAXADMIN
  JOUBERTRIBEIRO,BLOCKED                             ,2020-09-02-12.06.47.000000,,MAXADMIN
  JOUBERTRIBEIRO,BLOCKED                             ,2018-06-17-03.04.13.000000,,MAXADMIN
  JOUBERTRIBEIRO,ACTIVE                              ,2020-09-03-09.59.55.000000,,MAXADMIN
  JOUBERTRIBEIRO,BLOCKED                             ,2020-09-03-09.53.14.000000,,MAXADMIN
  JOUBERTRIBEIRO,ACTIVE                              ,2020-09-02-13.19.55.000000,,MAXADMIN
  JOUBERTRIBEIRO,ACTIVE                              ,2020-08-31-08.29.54.000000,,MAXADMIN
  JOUBERTRIBEIRO,ACTIVE                              ,2018-06-17-03.50.03.000000,011429,PATRICKLEAL
  JOVANELEAL,ACTIVE                              ,2025-02-24-10.36.33.000000,,ITEAM
  JOVANELEAL,INACTIVE                            ,2026-03-26-07.45.01.792000,Usuario inativo por mais de 50 dias,MAXADMIN
  JOVANIFERREIRA,INACTIVE                            ,2024-01-20-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  JOVANIFERREIRA,ACTIVE                              ,2024-01-08-15.38.43.000000,,LUIZFELIPE
  JOVANIFERREIRA,NEWREG                              ,2024-01-08-15.35.35.000000,,MAXADMIN
  JPBARBOSA,NEWREG                              ,2024-03-16-19.47.13.000000,,MAXADMIN
  JPBARBOSA,INACTIVE                            ,2024-05-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JPBARBOSA,ACTIVE                              ,2024-03-16-19.51.12.000000,,RAPHAELBARBOSA
  JRICARDO,ACTIVE                              ,2024-06-21-18.32.30.000000,,LUIZFELIPE
  JRICARDO,NEWREG                              ,2024-06-21-18.31.35.000000,,MAXADMIN
  JRICARDO,INACTIVE                            ,2024-08-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  JSOUZA,NEWREG                              ,2025-07-15-19.55.46.000000,,ITEAM
  JSOUZA,INACTIVE                            ,2026-05-07-07.45.03.037000,Usuario inativo por mais de 50 dias,MAXADMIN
  JSOUZA,ACTIVE                              ,2026-03-11-11.45.46.215000,Ticket#2026031129000032 — Criação de usuário terceiro no maximo,ITEAM
