IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  AAMEDEIROS,NEWREG                              ,2024-06-10-09.34.18.000000,,MAXADMIN
  MARCELOROBSONDEMIRANDA,INACTIVE                            ,2026-06-16-07.45.00.774000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCELOROBSONDEMIRANDA,ACTIVE                              ,2026-04-23-13.16.13.797000,,SINVALJUNIOR
  MARCELOSANTOS,ACTIVE                              ,2025-03-05-14.55.52.000000,,ITEAM
  MARCELOSANTOS,BLOCKED                             ,2025-04-27-15.28.32.000000,,MAXADMIN
  MARCELOSANTOS,ACTIVE                              ,2025-04-27-15.30.07.000000,,MAXADMIN
  MARCELOSMENEZES,NEWREG                              ,2025-04-20-08.18.31.000000,,MAXADMIN
  MARCELOSMENEZES,INACTIVE                            ,2025-07-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCELOSMENEZES,ACTIVE                              ,2025-04-20-08.21.02.000000,,SINVALJUNIOR
  MARCELOSMENEZES,ACTIVE                              ,2025-06-01-14.38.15.000000,,MAXADMIN
  MARCELOSMENEZES,BLOCKED                             ,2025-06-01-14.31.51.000000,,MAXADMIN
  MARCIOAGUIAR,INACTIVE                            ,2022-05-04-17.14.46.000000,Ticket#0237481 — Emissão de Rescisão Contratual -,ITEAM
  MARCIOAGUIAR,ACTIVE                              ,2018-07-25-19.03.06.000000,,MAXADOOG
  MARCIOAGUIAR,INACTIVE                            ,2018-07-25-19.02.59.000000,,MAXADOOG
  MARCIOBAHIA,NEWREG                              ,2024-10-08-20.03.03.000000,,MAXADMIN
  MARCIOBRASIL,NEWREG                              ,2024-10-08-19.54.13.000000,,MAXADMIN
  MARCIOCSOUZA,NEWREG                              ,2025-04-20-09.49.53.000000,,MAXADMIN
  MARCIODELIMA,NEWREG                              ,2024-10-05-19.27.15.000000,,MAXADMIN
  MARCIODELIMA,INACTIVE                            ,2024-10-06-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARCIODELIMA,ACTIVE                              ,2024-10-05-19.29.00.000000,,SINVALJUNIOR
  MARCIODLIMA,NEWREG                              ,2024-10-08-20.06.53.000000,,MAXADMIN
  MARCIODLIMA,ACTIVE                              ,2024-10-08-20.07.54.000000,,SINVALJUNIOR
  MARCIODLIMA,INACTIVE                            ,2024-12-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIOGOMES,NEWREG                              ,2024-10-08-19.46.38.000000,,MAXADMIN
  MARCIOLACERDA,NEWREG                              ,2025-04-20-09.47.06.000000,,MAXADMIN
  MARCIOLCARVALHO,NEWREG                              ,2025-04-20-09.48.09.000000,,MAXADMIN
  MARCIOLIMAB,NEWREG                              ,2024-10-08-19.58.16.000000,,MAXADMIN
  MARCIOMARINHO,INACTIVE                            ,2025-06-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIOMARINHO,ACTIVE                              ,2025-04-14-10.15.11.000000,,ITEAM
  MARCIOMOLINARI,ACTIVE                              ,2017-07-17-11.15.07.000000,,MAXADMIN
  MARCIOMOLINARI,INACTIVE                            ,2020-03-11-11.39.29.000000,usuario sem acesso nos ultimos seis meses,MAXADOOG
  MARCIOPORFIRIO,INACTIVE                            ,2024-09-18-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIOPORFIRIO,ACTIVE                              ,2024-07-29-08.54.23.000000,,FELIPEPAIXAO
  MARCIOPORFIRIO,NEWREG                              ,2024-07-29-08.53.44.000000,,MAXADMIN
  MARCIOS,ACTIVE                              ,2025-04-19-22.44.21.000000,,SINVALJUNIOR
  MARCIOS,INACTIVE                            ,2025-07-03-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIOS,NEWREG                              ,2025-04-19-22.13.28.000000,,MAXADMIN
  MARCIOSA,ACTIVE                              ,2025-02-16-16.04.29.000000,,FELIPEPAIXAO
  MARCIOSA,INACTIVE                            ,2025-04-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIOSA,ACTIVE                              ,2025-02-22-07.23.04.000000,,MAXADMIN
  MARCIOSA,BLOCKED                             ,2025-02-22-07.20.52.000000,,MAXADMIN
  MARCIOSA,NEWREG                              ,2025-02-16-16.03.37.000000,,MAXADMIN
  MARCIOSOUZAA,INACTIVE                            ,2024-07-02-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIOSOUZAA,ACTIVE                              ,2024-04-30-16.36.42.000000,,FELIPEPAIXAO
  MARCIOSOUZAA,NEWREG                              ,2024-04-30-16.36.00.000000,,MAXADMIN
  MARCIOVILASBOAS,ACTIVE                              ,2024-10-25-12.21.30.000000,,FELIPEPAIXAO
  MARCIOVILASBOAS,INACTIVE                            ,2025-03-01-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIOVILASBOAS,NEWREG                              ,2024-10-25-12.18.33.000000,,MAXADMIN
  MARCIOVINICIUS,INACTIVE                            ,2024-06-01-03.33.07.000000,Automatic Inativate expired user access,MAXADMIN
  MARCIOVINICIUS,NEWREG                              ,2024-05-25-17.57.06.000000,,MAXADMIN
  MARCIOVINICIUS,ACTIVE                              ,2024-05-25-17.57.31.000000,,SINVALJUNIOR
  MARCOFLORENCIO,ACTIVE                              ,2014-03-25-18.03.31.000000,,MAXADMIN
  MARCOFLORENCIO,INACTIVE                            ,2016-12-01-11.44.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  MARCOGUIMARAES,NEWREG                              ,2025-01-30-14.24.34.000000,,MAXADMIN
  MARCOGUIMARAES,INACTIVE                            ,2026-03-26-07.45.00.637000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOGUIMARAES,ACTIVE                              ,2025-12-16-09.11.50.218000,,FELIPEPAIXAO
  MARCOGUIMARAES,ACTIVE                              ,2025-01-30-14.29.58.000000,,SINVALJUNIOR
  MARCOGUIMARAES,INACTIVE                            ,2025-02-13-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARCOSBORBA,NEWREG                              ,2023-12-23-10.35.02.000000,,MAXADMIN
  MARCOSBORBA,INACTIVE                            ,2025-02-08-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSBORBA,INACTIVE                            ,2024-10-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSBORBA,ACTIVE                              ,2024-10-22-10.51.59.000000,Ticket#0376355 — MAXIMO,ITEAM
  MARCOSBORBA,ACTIVE                              ,2024-11-01-15.53.54.000000,0377257,HELPDESK
  MARCOSBORBA,INACTIVE                            ,2024-01-07-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARCOSBORBA,ACTIVE                              ,2023-12-23-10.37.43.000000,,FELIPEPAIXAO
  MARCOSCANDIANO,NEWREG                              ,2024-06-21-15.47.39.000000,,MAXADMIN
  MARCOSCANDIANO,INACTIVE                            ,2024-08-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSCANDIANO,ACTIVE                              ,2024-06-21-15.58.15.000000,,SINVALJUNIOR
  MARCOSCBORBA,ACTIVE                              ,2024-10-22-10.32.10.000000,,ITEAM
  MARCOSCBORBA,ACTIVE                              ,2026-04-04-18.44.20.348000,,HELPDESK
  MARCOSCBORBA,INACTIVE                            ,2026-03-26-07.45.00.735000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSCBORBA,ACTIVE                              ,2025-09-06-06.29.17.000000,,MAXADMIN
  MARCOSCBORBA,BLOCKED                             ,2025-09-06-06.33.22.000000,,MAXADMIN
  MARCOSCBORBA,BLOCKED                             ,2025-11-19-05.38.19.000000,,MAXADMIN
  MARCOSCBORBA,BLOCKED                             ,2025-09-06-06.19.44.000000,,MAXADMIN
  MARCOSCBORBA,ACTIVE                              ,2025-09-04-17.21.33.000000,Ticket#2025090429000822,HELPDESK
  MARCOSCBORBA,ACTIVE                              ,2025-11-19-05.42.54.000000,,MAXADMIN
  MARCOSCBORBA,ACTIVE                              ,2025-09-06-06.39.17.000000,,MAXADMIN
  MARCOSCBORBA,INACTIVE                            ,2025-05-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSCBORBA,INACTIVE                            ,2025-01-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSCBORBA,ACTIVE                              ,2025-03-10-07.05.39.000000,2025031029000063,HELPDESK
  MARCOSDEJESUS,NEWREG                              ,2025-02-22-16.55.51.000000,,MAXADMIN
  MARCOSDEJESUS,INACTIVE                            ,2025-05-24-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSDEJESUS,ACTIVE                              ,2025-02-22-16.59.59.000000,,SINVALJUNIOR
  MARCOSFELIPE,NEWREG                              ,2024-01-13-10.00.53.000000,,MAXADMIN
  MARCOSFELIPE,INACTIVE                            ,2024-01-28-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARCOSFELIPE,ACTIVE                              ,2024-01-13-11.46.14.000000,,MAXADOOG
  MARCOSFELIPEBORBA,NEWREG                              ,2024-02-10-10.32.50.000000,,MAXADMIN
  MARCOSFELIPEBORBA,INACTIVE                            ,2024-08-03-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSFELIPEBORBA,ACTIVE                              ,2024-02-10-10.37.14.000000,,FELIPEPAIXAO
  MARCOSGABRIEL,ACTIVE                              ,2025-09-04-10.05.21.000000,,ITEAM
  MARCOSGABRIEL,ACTIVE                              ,2026-05-29-17.18.50.798000,,MAXADMIN
  MARCOSGABRIEL,BLOCKED                             ,2026-05-29-17.13.43.947000,,MAXADMIN
  MARCOSGENTIL,ACTIVE                              ,2024-10-14-12.20.42.000000,,SINVALJUNIOR
  MARCOSGENTIL,INACTIVE                            ,2024-12-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSGENTIL,NEWREG                              ,2024-10-14-12.20.14.000000,,MAXADMIN
  MARCOSJESUS,INACTIVE                            ,2024-09-09-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSJESUS,ACTIVE                              ,2024-07-20-09.40.14.000000,,SINVALJUNIOR
  MARCOSJESUS,NEWREG                              ,2024-07-20-09.39.28.000000,,MAXADMIN
  MARCOSJUNIOR,INACTIVE                            ,2022-05-20-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSJUNIOR,INACTIVE                            ,2024-04-26-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSJUNIOR,ACTIVE                              ,2024-02-19-08.49.00.000000,Ticket#0341043 — Reset de Senha - Maximo ODN2,ITEAM
  MARCOSJUNIOR,ACTIVE                              ,2023-04-12-07.32.43.000000,Ticket#0287000,HELPDESK
  MARCOSJUNIOR,INACTIVE                            ,2023-06-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSJUNIOR,INACTIVE                            ,2023-02-21-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSJUNIOR,BLOCKED                             ,2023-04-12-07.31.54.000000,,MAXADMIN
  MARCOSJUNIOR,ACTIVE                              ,2023-02-22-11.30.44.000000,Ticket#0278929,HELPDESK
  MARCOSJUNIOR,ACTIVE                              ,2023-02-20-16.01.48.000000,,HELPDESK
  MARCOSJUNIOR,ACTIVE                              ,2022-03-22-09.59.52.000000,Ticket#0232716 — Reset senha Maximo OD2,ITEAM
  MARCOSJUNIOR,ACTIVE                              ,2020-07-20-11.50.13.000000,,JULINECAETANO
  MARCOSJUNIOR,INACTIVE                            ,2021-02-26-08.45.15.000000,Usuarios sem acessar o sistema,MAXADOOG
  MARCOSMORGADO,NEWREG                              ,2025-02-24-10.15.55.000000,,MAXADMIN
  MARCOSNEVES,ACTIVE                              ,2015-09-23-18.02.50.000000,,MAXADMIN
  MARCOSNEVES,INACTIVE                            ,2016-12-01-11.44.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  MARCOSNEVES,ACTIVE                              ,2017-08-02-08.07.01.000000,,MAXADMIN
  MARCOSNEVES,INACTIVE                            ,2026-05-10-07.45.00.876000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSNEVES,ACTIVE                              ,2025-11-04-16.23.17.000000,Ticket#2025110429000881,HELPDESK
  MARCOSNEVES,INACTIVE                            ,2024-10-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSNEVES,ACTIVE                              ,2024-06-17-14.37.59.000000,0361737,HELPDESK
  MARCOSNEVES,ACTIVE                              ,2024-03-19-15.29.09.000000,,MAXADOOG
  MARCOSNEVES,INACTIVE                            ,2024-05-09-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSNEVES,INACTIVE                            ,2020-03-11-11.39.29.000000,usuario sem acesso nos ultimos seis meses,MAXADOOG
  MARCOSOLIVEEIRA,NEWREG                              ,2024-07-13-20.52.57.000000,,MAXADMIN
  MARCOSOLIVEEIRA,INACTIVE                            ,2024-09-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSOLIVEEIRA,ACTIVE                              ,2024-07-13-20.53.54.000000,,SINVALJUNIOR
  MARCOSOUSA,NEWREG                              ,2024-06-16-19.49.17.000000,,MAXADMIN
  MARCOSOUSA,INACTIVE                            ,2024-06-28-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARCOSOUSA,ACTIVE                              ,2024-06-16-19.52.13.000000,,SINVALJUNIOR
  MARCOSRANGELS,NEWREG                              ,2024-12-28-15.24.27.000000,,MAXADMIN
  MARCOSRANGELS,INACTIVE                            ,2025-03-02-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSRANGELS,ACTIVE                              ,2024-12-28-15.28.26.000000,,SINVALJUNIOR
  MARCOSSOARES,NEWREG                              ,2025-05-11-06.56.46.000000,,ITEAM
  MARCOSSOARES,INACTIVE                            ,2025-06-01-01.00.01.000000,Automatic Inativate expired user access,MAXADMIN
  MARCOSSOARES,ACTIVE                              ,2025-05-11-07.30.59.000000,,FELIPEPAIXAO
  MARCOSSSILVA,NEWREG                              ,2025-05-03-07.25.44.000000,,ITEAM
  MARCOSSSILVA,INACTIVE                            ,2025-06-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSSSILVA,ACTIVE                              ,2025-05-03-07.29.37.000000,,FELIPEPAIXAO
  MARCOSTAVARES,INACTIVE                            ,2025-11-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSTAVARES,ACTIVE                              ,2025-10-02-15.50.26.000000,,ITEAM
  MARCOSTEIXEIRA,ACTIVE                              ,2025-01-06-12.47.09.000000,,SINVALJUNIOR
  MARCOSTEIXEIRA,INACTIVE                            ,2025-01-07-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARCOSTEIXEIRA,NEWREG                              ,2025-01-06-10.37.05.000000,,MAXADMIN
  MARCOSTEIXEIRA,ACTIVE                              ,2025-01-09-06.15.07.000000,,SINVALJUNIOR
  MARCOSTEIXEIRA,INACTIVE                            ,2025-01-09-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARCOSTEIXEIRA,ACTIVE                              ,2025-01-10-19.36.18.000000,,FELIPEPAIXAO
  MARCOSTEIXEIRA,INACTIVE                            ,2025-01-10-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARCOSTEIXEIRA,ACTIVE                              ,2025-01-08-09.43.52.000000,,SINVALJUNIOR
  MARCOSTEIXEIRA,INACTIVE                            ,2025-01-11-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARCUSOOOSANTOS,NEWREG                              ,2025-05-20-16.27.24.000000,,ITEAM
  MARCUSOOOSANTOS,INACTIVE                            ,2025-07-11-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCUSOOOSANTOS,ACTIVE                              ,2025-05-20-16.30.45.000000,,SINVALJUNIOR
  MARCUSOOSANTOS,NEWREG                              ,2025-05-18-06.32.19.000000,,ITEAM
  MARCUSOOSANTOS,INACTIVE                            ,2025-05-19-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARCUSOOSANTOS,ACTIVE                              ,2025-05-18-06.35.31.000000,,SINVALJUNIOR
  MARCUSOSANTOS,INACTIVE                            ,2025-05-17-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARCUSOSANTOS,NEWREG                              ,2025-05-16-07.09.59.000000,,ITEAM
  MARCUSOSANTOS,ACTIVE                              ,2025-05-16-07.11.37.000000,,SINVALJUNIOR
  MARCUSOSANTOSS,ACTIVE                              ,2025-05-19-16.04.29.000000,,SINVALJUNIOR
  MARCUSOSANTOSS,INACTIVE                            ,2025-05-20-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARCUSOSANTOSS,NEWREG                              ,2025-05-19-16.02.25.000000,,ITEAM
  MARCUSPINHEIRO,ACTIVE                              ,2026-02-10-12.35.38.438000,,ITEAM
  MARCUSPINHEIRO,INACTIVE                            ,2026-04-02-07.45.01.487000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCUSVINICIUS,NEWREG                              ,2025-04-20-16.08.53.000000,,MAXADMIN
  MARCUSVINICIUS,INACTIVE                            ,2025-06-28-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARCUSVINICIUS,ACTIVE                              ,2025-04-20-16.09.46.000000,,SINVALJUNIOR
  MARIAFABRICIO,NEWREG                              ,2024-08-25-08.34.26.000000,,MAXADMIN
  MARIAFABRICIO,INACTIVE                            ,2025-02-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARIAFABRICIO,ACTIVE                              ,2024-08-25-08.35.15.000000,,FELIPEPAIXAO
  MARIAFREITAS,ACTIVE                              ,2026-05-04-14.37.06.069000,,ITEAM
  MARIANAROCHA,ACTIVE                              ,2024-04-23-09.55.12.000000,,ITEAM
  MARIANAROCHA,INACTIVE                            ,2024-06-13-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARIANASANTOS,ACTIVE                              ,2024-12-02-16.30.48.000000,,SINVALJUNIOR
  MARIANASANTOS,INACTIVE                            ,2024-12-11-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARIANASANTOS,NEWREG                              ,2024-12-02-16.25.52.000000,,MAXADMIN
  MARIANASANTOSSS,ACTIVE                              ,2024-12-02-16.31.04.000000,,SINVALJUNIOR
  MARIANASANTOSSS,INACTIVE                            ,2025-01-22-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARIANASANTOSSS,NEWREG                              ,2024-12-02-16.30.13.000000,,MAXADMIN
