IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  AANDREZACSANTOS,NEWREG                              ,2025-03-26-18.07.08.000000,,MAXADMIN
  MARCELOBIGATE,INACTIVE                            ,2024-08-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCELOBIGATE,NEWREG                              ,2024-06-24-17.19.17.000000,,MAXADMIN
  MARCELOGENY,INACTIVE                            ,2023-12-11-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARCELOGENY,ACTIVE                              ,2023-12-10-20.26.32.000000,,SOCRATESREIS
  MARCELOGENY,NEWREG                              ,2023-12-10-20.24.14.000000,,MAXADMIN
  MARCELOMATOS,ACTIVE                              ,2026-02-13-11.41.51.067000,,MAXADOOG
  MARCELOMATOS,INACTIVE                            ,2026-04-21-07.45.01.395000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCELOMOTTA,ACTIVE                              ,2014-03-07-17.58.06.000000,,MAXADMIN
  MARCELOMOTTA_GUEST,ACTIVE                              ,2016-06-29-13.28.36.000000,,MAXADOOG
  MARCELOMOTTA_GUEST,INACTIVE                            ,2017-03-20-15.13.21.000000,Saneamento usuários Março/17,MAXADOOG
  MARCELOPRETO,NEWREG                              ,2026-02-04-16.55.39.317000,,ITEAM
  MARCELOPRETO,ACTIVE                              ,2026-06-30-16.08.13.403000,,MAXADMIN
  MARCELOPRETO,BLOCKED                             ,2026-06-30-15.59.40.878000,,MAXADMIN
  MARCELOPRETO,ACTIVE                              ,2026-06-29-17.48.13.132000,,MAXADMIN
  MARCELOPRETO,BLOCKED                             ,2026-06-29-17.39.11.851000,,MAXADMIN
  MARCELOPRETO,ACTIVE                              ,2026-06-29-15.39.28.855000,,HELPDESK
  MARCELOPRETO,INACTIVE                            ,2026-06-29-07.45.01.655000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCELOPRETO,ACTIVE                              ,2026-03-12-07.32.31.243000,,CAROLINABRAGA
  MARCELOPRETO,INACTIVE                            ,2026-03-11-01.00.01.855000,Automatic Inativate expired user access,MAXADMIN
  MARCELOPRETO,ACTIVE                              ,2026-03-10-19.11.34.203000,,CAROLINABRAGA
  MARCELOPRETO,INACTIVE                            ,2026-03-10-01.00.00.784000,Automatic Inativate expired user access,MAXADMIN
  MARCELOPRETO,ACTIVE                              ,2026-03-09-20.58.19.066000,,CAROLINABRAGA
  MARCELOPRETO,INACTIVE                            ,2026-03-09-01.00.01.563000,Automatic Inativate expired user access,MAXADMIN
  MARCELOPRETO,ACTIVE                              ,2026-03-08-01.29.15.607000,,CAROLINABRAGA
  MARCELOPRETO,INACTIVE                            ,2026-03-08-01.00.01.838000,Automatic Inativate expired user access,MAXADMIN
  MARCELOPRETO,ACTIVE                              ,2026-03-07-18.43.07.979000,,CAROLINABRAGA
  MARCELOPRETO,INACTIVE                            ,2026-03-07-01.00.01.521000,Automatic Inativate expired user access,MAXADMIN
  MARCELOPRETO,ACTIVE                              ,2026-03-06-01.15.27.162000,,CAROLINABRAGA
  MARCELOPRETO,INACTIVE                            ,2026-03-06-01.00.01.141000,Automatic Inativate expired user access,MAXADMIN
  MARCELOPRETO,ACTIVE                              ,2026-03-05-22.19.04.570000,,CAROLINABRAGA
  MARCELOPRETO,INACTIVE                            ,2026-02-26-01.00.01.418000,Automatic Inativate expired user access,MAXADMIN
  MARCELOPRETO,ACTIVE                              ,2026-02-25-07.43.49.635000,,SOCRATESREIS
  MARCELOPRETO,INACTIVE                            ,2026-02-25-01.00.01.568000,Automatic Inativate expired user access,MAXADMIN
  MARCELOPRETO,ACTIVE                              ,2026-02-24-08.03.16.358000,,SOCRATESREIS
  MARCELOPRETO,INACTIVE                            ,2026-02-24-01.00.01.863000,Automatic Inativate expired user access,MAXADMIN
  MARCELOPRETO,ACTIVE                              ,2026-02-23-08.53.52.729000,,CAROLINABRAGA
  MARCELOPRETO,INACTIVE                            ,2026-02-05-01.00.02.144000,Automatic Inativate expired user access,MAXADMIN
  MARCELOPRETO,ACTIVE                              ,2026-02-04-16.58.50.904000,,SOCRATESREIS
  MARCELOROBSONMIRANDA,NEWREG                              ,2026-05-04-05.10.43.193000,,MAXADMIN
  MARCELOROBSONMIRANDA,INACTIVE                            ,2026-06-24-07.45.01.299000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCELOROBSONMIRANDA,ACTIVE                              ,2026-05-04-05.11.10.867000,,CAROLINABRAGA
  MARCELORODRIGUE,INACTIVE                            ,2024-07-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCELORODRIGUE,ACTIVE                              ,2024-05-31-14.50.35.000000,,CAROLINABRAGA
  MARCELORODRIGUE,NEWREG                              ,2024-05-31-14.44.21.000000,,MAXADMIN
  MARCELOSALLES,ACTIVE                              ,2014-03-07-17.58.07.000000,,MAXADMIN
  MARCELOSALLES,INACTIVE                            ,2016-12-01-09.51.36.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  MARCELOSANTOS,ACTIVE                              ,2014-03-07-17.58.07.000000,,MAXADMIN
  MARCELOSANTOS,INACTIVE                            ,2016-12-01-09.51.36.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  MARCELOSENA,ACTIVE                              ,2023-10-17-18.40.26.000000,,ITEAM
  MARCELOSOUZA,ACTIVE                              ,2022-12-05-10.24.13.000000,,ITEAM
  MARCELOSOUZA,INACTIVE                            ,2023-11-08-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCELOSV,NEWREG                              ,2026-01-16-11.24.10.587000,,ITEAM
  MARCELOSV,INACTIVE                            ,2026-05-18-07.45.01.326000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCELOSV,ACTIVE                              ,2026-01-16-13.22.10.640000,,CAROLINABRAGA
  MARCELOTOSTA,INACTIVE                            ,2024-12-02-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  MARCELOTOSTA,NEWREG                              ,2024-11-19-08.38.05.000000,,MAXADMIN
  MARCELOTOSTA,ACTIVE                              ,2024-11-19-08.45.19.000000,,CAROLINABRAGA
  MARCELSCHOEHUYS,ACTIVE                              ,2016-03-28-13.45.03.000000,,JULINECAETANO
  MARCELSCHOEHUYS,INACTIVE                            ,2017-06-26-14.09.26.000000,,MAXADOOG
  MARCIANOSANA,ACTIVE                              ,2023-10-31-16.05.10.000000,,ITEAM
  MARCIANOSANA,INACTIVE                            ,2025-10-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIANOSANA,ACTIVE                              ,2025-08-05-15.04.09.000000,Ticket#2025080529000699 — Acesso MAXIMO,ITEAM
  MARCIANOSANA,INACTIVE                            ,2025-06-15-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCINKAMINSKI,ACTIVE                              ,2014-06-18-13.00.40.000000,,MAXADMIN
  MARCINKAMINSKI,BLOCKED                             ,2021-05-11-02.16.30.000000,,MAXADMIN
  MARCINKAMINSKI,INACTIVE                            ,2022-03-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCINKAMINSKI,ACTIVE                              ,2021-05-18-00.26.47.000000,,MAXADMIN
  MARCINKAMINSKI,BLOCKED                             ,2021-05-18-00.19.28.000000,,MAXADMIN
  MARCINKAMINSKI,ACTIVE                              ,2021-05-11-02.16.45.000000,,MAXADMIN
  MARCIOBATAGIOTI,ACTIVE                              ,2024-10-16-08.46.17.000000,,ITEAM
  MARCIOBATAGIOTI,ACTIVE                              ,2025-07-10-15.37.54.000000,,MAXADMIN
  MARCIOBATAGIOTI,BLOCKED                             ,2025-07-10-15.29.06.000000,,MAXADMIN
  MARCIODELIMA,ACTIVE                              ,2025-01-06-09.42.27.000000,,ITEAM
  MARCIODELIMA,INACTIVE                            ,2025-02-26-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIOFERREIRA,ACTIVE                              ,2014-03-07-17.58.07.000000,,MAXADMIN
  MARCIOFERREIRA,INACTIVE                            ,2016-12-01-09.51.36.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  MARCIOJOSE,NEWREG                              ,2025-10-06-19.46.01.000000,,ITEAM
  MARCIOJOSE,INACTIVE                            ,2026-04-08-10.55.13.814000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIOJOSE,ACTIVE                              ,2026-01-11-06.47.57.959000,,CAROLINABRAGA
  MARCIOJOSE,INACTIVE                            ,2025-11-26-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIOJOSE,ACTIVE                              ,2025-10-06-19.46.37.000000,,SOCRATESREIS
  MARCIOLACERDA,ACTIVE                              ,2024-04-20-16.54.58.000000,,SOCRATESREIS
  MARCIOLACERDA,INACTIVE                            ,2024-06-10-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIOLACERDA,NEWREG                              ,2024-04-20-16.53.58.000000,,MAXADMIN
  MARCIOMOLINARI,ACTIVE                              ,2017-07-17-11.11.48.000000,,MAXADMIN
  MARCIOMOLINARI,BLOCKED                             ,2019-02-17-10.20.47.000000,,MAXADMIN
  MARCIOMOLINARI,INACTIVE                            ,2020-03-11-10.58.10.000000,Usuario sem acessar os ultimos seis meses,MAXADOOG
  MARCIOMOLINARI,ACTIVE                              ,2019-02-17-10.22.48.000000,,MAXADMIN
  MARCIOOLIVEIRAJR,NEWREG                              ,2025-02-23-15.28.48.000000,,MAXADMIN
  MARCIOOLIVEIRAJR,INACTIVE                            ,2026-04-08-10.55.13.106000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIOOLIVEIRAJR,ACTIVE                              ,2026-01-11-06.48.17.823000,,CAROLINABRAGA
  MARCIOOLIVEIRAJR,INACTIVE                            ,2025-04-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIOOLIVEIRAJR,ACTIVE                              ,2025-02-24-09.53.28.000000,,ITEAM
  MARCIORANGELGG,NEWREG                              ,2026-01-11-06.51.30.554000,,ITEAM
  MARCIORANGELGG,INACTIVE                            ,2026-04-08-10.55.19.350000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIORANGELGG,ACTIVE                              ,2026-01-11-06.53.14.152000,,CAROLINABRAGA
  MARCIOROCHA,ACTIVE                              ,2018-07-12-08.14.49.000000,,JULINECAETANO
  MARCIOROCHA,INACTIVE                            ,2019-09-06-16.10.41.000000,,MAXADOOG
  MARCIOVILAS,NEWREG                              ,2025-02-23-19.05.50.000000,,MAXADMIN
  MARCIOVILAS,INACTIVE                            ,2026-04-08-10.55.15.526000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCIOVILAS,ACTIVE                              ,2026-01-11-06.47.42.016000,,CAROLINABRAGA
  MARCOANTONIODIAS,NEWREG                              ,2025-01-23-20.05.54.000000,,MAXADMIN
  MARCOANTONIODIAS,INACTIVE                            ,2026-04-08-10.55.12.724000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOANTONIODIAS,ACTIVE                              ,2026-01-28-09.35.08.649000,,MAXADOOG
  MARCOANTONIODIAS,INACTIVE                            ,2025-03-15-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOANTONIODIAS,ACTIVE                              ,2025-01-23-20.06.48.000000,,SOCRATESREIS
  MARCOANTONIOSILVA,ACTIVE                              ,2025-12-23-16.00.07.461000,,ITEAM
  MARCOANTONIOSILVA,INACTIVE                            ,2026-04-08-10.55.18.810000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOAURELIO,ACTIVE                              ,2014-03-07-17.58.07.000000,,MAXADMIN
  MARCOAURELIO,ACTIVE                              ,2016-05-22-18.32.47.000000,,HELPDESK
  MARCOAURELIO,INACTIVE                            ,2017-04-04-18.09.41.000000,Integrante desligado em 04/04/2017,MAXADOOG
  MARCOAURELIO,BLOCKED                             ,2016-05-21-04.54.38.000000,,MAXADMIN
  MARCOCASIMIRO,NEWREG                              ,2025-04-07-18.54.07.000000,,MAXADMIN
  MARCOCASIMIRO,INACTIVE                            ,2026-04-08-10.55.14.124000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOCASIMIRO,ACTIVE                              ,2026-01-28-09.35.08.653000,,MAXADOOG
  MARCOCASIMIRO,INACTIVE                            ,2025-05-29-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOCASIMIRO,ACTIVE                              ,2025-04-07-18.55.38.000000,,CAROLINABRAGA
  MARCOCSOUSA,NEWREG                              ,2025-02-23-19.32.21.000000,,MAXADMIN
  MARCOCSOUSA,INACTIVE                            ,2026-04-08-10.55.16.057000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOCSOUSA,ACTIVE                              ,2026-01-11-07.24.31.366000,,CAROLINABRAGA
  MARCOSANTONIO,ACTIVE                              ,2014-03-07-17.58.06.000000,,MAXADMIN
  MARCOSANTONIO,INACTIVE                            ,2016-12-01-09.51.36.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  MARCOSBUENO,ACTIVE                              ,2017-11-14-17.30.23.000000,,MAXADMIN
  MARCOSBUENO,INACTIVE                            ,2018-09-03-09.35.48.000000,Ticket#016740 — Atualização de usuarios MAXIMO - Processo de inativação,RENANAVNER
  MARCOSCABRAL,ACTIVE                              ,2022-07-18-13.45.41.000000,,ITEAM
  MARCOSCABRAL,INACTIVE                            ,2026-07-08-10.56.15.235000,Ticket#2026070729001676 — RE: DESLIGAMENTO - 16/06/2026 - NORBE IX,ITEAM
  MARCOSCABRAL,ACTIVE                              ,2026-07-07-17.41.10.950000,,EDUARDOBOSCO
  MARCOSCABRAL,INACTIVE                            ,2026-07-07-17.12.25.038000,,EDUARDOBOSCO
  MARCOSCABRAL,ACTIVE                              ,2024-10-15-06.24.45.000000,,MAXADMIN
  MARCOSCABRAL,BLOCKED                             ,2024-10-15-06.16.00.000000,,MAXADMIN
  MARCOSCABRAL,ACTIVE                              ,2024-06-21-07.09.15.000000,,MAXADMIN
  MARCOSCABRAL,BLOCKED                             ,2024-06-21-07.04.37.000000,,MAXADMIN
  MARCOSCABRAL,BLOCKED                             ,2024-07-19-01.23.10.000000,,MAXADMIN
  MARCOSCABRAL,ACTIVE                              ,2024-07-19-01.28.46.000000,,MAXADMIN
  MARCOSCABRAL,ACTIVE                              ,2024-06-06-11.00.22.000000,,MAXADMIN
  MARCOSCABRAL,BLOCKED                             ,2024-06-06-10.52.42.000000,,MAXADMIN
  MARCOSCABRAL,ACTIVE                              ,2023-09-01-13.15.36.000000,,MAXADOOG
  MARCOSCABRAL,INACTIVE                            ,2022-09-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSCAMPOS,NEWREG                              ,2025-11-25-18.48.46.000000,,ITEAM
  MARCOSCAMPOS,INACTIVE                            ,2026-04-08-10.55.15.121000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSCAMPOS,ACTIVE                              ,2025-11-25-18.50.10.000000,,SOCRATESREIS
  MARCOSCORREIA,ACTIVE                              ,2025-09-26-09.47.23.000000,,SOCRATESREIS
  MARCOSCORREIA,INACTIVE                            ,2026-04-08-10.55.15.422000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSCORREIA,ACTIVE                              ,2026-01-28-09.35.08.657000,,MAXADOOG
  MARCOSCORREIA,INACTIVE                            ,2025-12-31-01.00.03.966000,Automatic Inativate expired user access,MAXADMIN
  MARCOSCORREIA,NEWREG                              ,2025-09-26-09.44.44.000000,,ITEAM
  MARCOSESTEVES,NEWREG                              ,2026-05-04-05.20.35.914000,,MAXADMIN
  MARCOSESTEVES,INACTIVE                            ,2026-06-24-07.45.01.327000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSESTEVES,ACTIVE                              ,2026-05-04-05.20.57.391000,,CAROLINABRAGA
  MARCOSFELIX,ACTIVE                              ,2025-10-31-15.32.05.000000,,ITEAM
  MARCOSFELIX,INACTIVE                            ,2026-04-08-10.55.15.039000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSFILHO,ACTIVE                              ,2017-11-06-15.28.03.000000,,PAULOPARREIRA
  MARCOSFILHO,INACTIVE                            ,2024-11-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSFRANCA,NEWREG                              ,2025-10-21-17.04.36.000000,,ITEAM
  MARCOSFRANCA,INACTIVE                            ,2026-04-08-10.55.14.610000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSFRANCA,ACTIVE                              ,2025-10-21-17.05.59.000000,,CAROLINABRAGA
  MARCOSGONCALVES,ACTIVE                              ,2023-09-11-16.59.21.000000,,ITEAM
  MARCOSGONCALVES,INACTIVE                            ,2025-11-29-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSJUNIOR,INACTIVE                            ,2020-03-11-11.00.47.000000,usuario sem acesso a unidade,MAXADOOG
  MARCOSJUNIOR,ACTIVE                              ,2022-04-25-13.08.34.000000,,ITEAM
  MARCOSJUNIOR,INACTIVE                            ,2022-06-15-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSJUNIOR,ACTIVE                              ,2019-08-29-10.44.42.000000,,THIAGOFROES
  MARCOSLEONARDO,ACTIVE                              ,2014-03-07-17.58.07.000000,,MAXADMIN
  MARCOSLEONARDO,INACTIVE                            ,2016-12-01-09.51.36.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
  MARCOSMAUMESSO,INACTIVE                            ,2021-08-13-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSMAUMESSO,INACTIVE                            ,2022-04-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSMAUMESSO,ACTIVE                              ,2022-04-18-13.54.58.000000,,ITEAM
  MARCOSMAUMESSO,INACTIVE                            ,2023-05-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSMAUMESSO,ACTIVE                              ,2022-04-25-13.09.19.000000,,ITEAM
  MARCOSMAUMESSO,ACTIVE                              ,2023-02-10-09.31.55.000000,Ticket#0277344,HELPDESK
  MARCOSMAUMESSO,INACTIVE                            ,2022-06-23-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  MARCOSMAUMESSO,ACTIVE                              ,2021-05-07-11.41.33.000000,,ITEAM
  MARCOSNEVES,ACTIVE                              ,2015-09-23-18.11.22.000000,,MAXADMIN
  MARCOSNEVES,ACTIVE                              ,2017-08-02-08.04.06.000000,,MAXADMIN
  MARCOSNEVES,INACTIVE                            ,2016-12-01-09.51.36.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
