IBM Db2 Interactive CLI Sample Program (extração paginada)
> SELECT COALESCE(userid, '') || ',' || COALESCE(CHAR(status), '') || ',' || COALESCE(CHAR(changedate), '') || ',' || COALESCE(REPLACE(memo, ',', ';'), '') || ',' || COALESCE(changeby, '') as CSV_ROW FROM MAXUSERSTATUS;
FetchAll:  Columns: 1
  CSV_ROW 
  AADOSSANTOS,NEWREG                              ,2026-01-26-02.07.47.403000,,ITEAM
  LNASCIMENTO,INACTIVE                            ,2025-09-18-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  LOPES,NEWREG                              ,2026-02-10-20.45.12.713000,,MAXREG
  LOPESALEX,NEWREG                              ,2025-03-14-17.05.05.000000,,ITEAM
  LOPESALEX,INACTIVE                            ,2026-03-26-07.45.03.797000,Usuario inativo por mais de 50 dias,MAXADMIN
  LOPESALEX,BLOCKED                             ,2025-10-26-13.33.12.000000,,MAXADMIN
  LOPESALEX,ACTIVE                              ,2025-10-26-13.33.53.000000,,MAXADMIN
  LOPESALEX,ACTIVE                              ,2025-10-26-13.19.09.000000,,LEONARDOFRANCISCO
  LOPESALEX,INACTIVE                            ,2025-05-12-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LOPESALEX,ACTIVE                              ,2025-03-14-17.17.18.000000,,LEONARDOFRANCISCO
  LOPESRS,NEWREG                              ,2024-05-10-17.11.18.000000,,MAXADMIN
  LOPESRS,INACTIVE                            ,2024-07-02-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LOPESRS,BLOCKED                             ,2024-05-12-19.09.52.000000,,MAXADMIN
  LOPESRS,ACTIVE                              ,2024-05-10-17.12.42.000000,,LEONARDOFRANCISCO
  LOPESRS,ACTIVE                              ,2024-05-12-19.16.56.000000,,MAXADMIN
  LOPEZLEON,NEWREG                              ,2026-03-20-17.38.29.477000,,MAXADMIN
  LOPEZLEON,INACTIVE                            ,2026-05-10-07.45.02.265000,Usuario inativo por mais de 50 dias,MAXADMIN
  LOPEZLEON,ACTIVE                              ,2026-03-20-17.40.42.727000,,SILVERIOMAIA
  LORENAGUIMARAES,NEWREG                              ,2024-06-14-10.18.41.000000,,MAXADMIN
  LORENAGUIMARAES,INACTIVE                            ,2024-08-14-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LORENAGUIMARAES,ACTIVE                              ,2024-06-14-10.24.46.000000,,LEONARDOFRANCISCO
  LOSROCHA,NEWREG                              ,2025-12-25-13.38.15.008000,,ITEAM
  LOSROCHA,INACTIVE                            ,2026-07-09-07.45.01.474000,Usuario inativo por mais de 50 dias,MAXADMIN
  LOSROCHA,ACTIVE                              ,2026-05-11-16.29.36.188000,Ticket#2026051129001199,HELPDESK
  LOSROCHA,INACTIVE                            ,2026-03-26-07.45.04.041000,Usuario inativo por mais de 50 dias,MAXADMIN
  LOSROCHA,ACTIVE                              ,2025-12-25-13.40.08.541000,,LEONARDOFRANCISCO
  LPEPE,NEWREG                              ,2026-02-09-16.20.38.484000,,ITEAM
  LPEPE,INACTIVE                            ,2026-04-01-07.45.01.387000,Usuario inativo por mais de 50 dias,MAXADMIN
  LPEPE,ACTIVE                              ,2026-02-09-16.22.16.630000,,LEONARDOFRANCISCO
  LQSMACEDO,NEWREG                              ,2026-04-18-15.32.45.205000,,MAXADMIN
  LQSMACEDO,INACTIVE                            ,2026-06-14-07.45.02.191000,Usuario inativo por mais de 50 dias,MAXADMIN
  LQSMACEDO,ACTIVE                              ,2026-04-18-15.33.53.544000,,SILVERIOMAIA
  LRGOMES,NEWREG                              ,2025-07-09-07.26.41.000000,,ITEAM
  LRGOMES,INACTIVE                            ,2025-08-30-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LRGOMES,ACTIVE                              ,2025-07-09-07.28.35.000000,,LEONARDOFRANCISCO
  LRSSERRA,NEWREG                              ,2025-11-08-18.10.34.000000,,ITEAM
  LRSSERRA,ACTIVE                              ,2025-11-08-18.11.23.000000,,LEONARDOFRANCISCO
  LSPIRACIABA,NEWREG                              ,2026-04-18-15.48.47.679000,,MAXADMIN
  LSPIRACIABA,INACTIVE                            ,2026-06-09-07.45.03.200000,Usuario inativo por mais de 50 dias,MAXADMIN
  LSPIRACIABA,ACTIVE                              ,2026-04-18-15.50.12.337000,,SILVERIOMAIA
  LSRANGEL,NEWREG                              ,2026-01-24-09.43.23.655000,,ITEAM
  LSRANGEL,INACTIVE                            ,2026-04-12-07.45.01.428000,Usuario inativo por mais de 50 dias,MAXADMIN
  LSRANGEL,ACTIVE                              ,2026-01-24-09.46.55.544000,,LEONARDOFRANCISCO
  LUANASILVA,INACTIVE                            ,2017-12-04-17.36.14.000000,,MAXADMIN
  LUANASILVA,ACTIVE                              ,2017-07-20-14.59.46.000000,,PAULOPARREIRA
  LUANBATISTA,NEWREG                              ,2025-11-06-13.11.43.000000,,ITEAM
  LUANBATISTA,INACTIVE                            ,2026-03-26-07.45.03.335000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUANBATISTA,ACTIVE                              ,2025-11-06-13.15.21.000000,,SILVERIOMAIA
  LUANCARD,INACTIVE                            ,2017-03-20-15.00.46.000000,Saneamento março/17,MAXADOOG
  LUANCARD,ACTIVE                              ,2016-10-14-16.10.53.000000,,ENIOSANTOS
  LUANCARD,ACTIVE                              ,2017-04-18-14.36.32.000000,,MAXADOOG
  LUANCARD,INACTIVE                            ,2019-06-17-15.14.49.000000,Ticket#084904 - Rescisão Contratual - 17/06/19,JULINECAETANO
  LUANDARIBEIRO,NEWREG                              ,2025-01-18-09.51.45.000000,,MAXADMIN
  LUANDARIBEIRO,INACTIVE                            ,2026-06-15-07.45.02.571000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUANDARIBEIRO,ACTIVE                              ,2026-04-13-13.01.04.482000,,LEONARDOFRANCISCO
  LUANDARIBEIRO,INACTIVE                            ,2025-02-20-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  LUANDARIBEIRO,ACTIVE                              ,2025-01-18-10.01.23.000000,,LEONARDOFRANCISCO
  LUANDARIBEIRO,ACTIVE                              ,2025-02-19-18.32.32.000000,,LEONARDOFRANCISCO
  LUANDARIBEIRO,BLOCKED                             ,2025-02-18-18.20.19.000000,,MAXADMIN
  LUANDARIBEIRO,ACTIVE                              ,2025-02-18-18.18.06.000000,,LEONARDOFRANCISCO
  LUANDARIBEIRO,ACTIVE                              ,2025-02-17-12.06.02.000000,,ITEAM
  LUANDARIBEIRO,INACTIVE                            ,2025-02-17-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  LUANDARIBEIRO,ACTIVE                              ,2025-02-16-18.12.30.000000,,LEONARDOFRANCISCO
  LUANDARIBEIRO,ACTIVE                              ,2025-02-18-18.23.13.000000,,MAXADMIN
  LUANDARIBEIRO,INACTIVE                            ,2025-02-16-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  LUANDARIBEIRO,ACTIVE                              ,2025-02-15-18.29.26.000000,,LEONARDOFRANCISCO
  LUANDARIBEIRO,INACTIVE                            ,2025-02-08-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  LUANDARIBEIRO,INACTIVE                            ,2025-02-19-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  LUANDARIBEIRO,INACTIVE                            ,2025-02-18-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  LUANDASILVARIBEIRO,NEWREG                              ,2025-02-18-18.24.40.000000,,ITEAM
  LUANDASILVARIBEIRO,INACTIVE                            ,2025-04-11-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUANDASILVARIBEIRO,ACTIVE                              ,2025-02-18-18.25.20.000000,,LEONARDOFRANCISCO
  LUANFELIX,NEWREG                              ,2026-02-28-19.04.32.501000,,MAXADMIN
  LUANFELIX,INACTIVE                            ,2026-05-21-07.45.02.675000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUANFELIX,ACTIVE                              ,2026-02-28-19.07.46.625000,,SILVERIOMAIA
  LUANSANTOS,ACTIVE                              ,2024-06-14-18.35.06.000000,Ticket#0361532 — Reset de senha Maximo,HELPDESK
  LUANSANTOS,INACTIVE                            ,2024-03-10-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUANSANTOS,INACTIVE                            ,2024-08-13-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUANSANTOS,ACTIVE                              ,2023-12-26-13.55.12.000000,,LEONARDOFRANCISCO
  LUANSANTOS,NEWREG                              ,2023-12-26-11.54.56.000000,,MAXADMIN
  LUCASANGELIM,ACTIVE                              ,2015-05-06-14.42.36.000000,,MAXADMIN
  LUCASANGELIM,INACTIVE                            ,2023-09-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASANGELIM,ACTIVE                              ,2023-09-05-18.15.27.000000,,ITEAM
  LUCASANGELIM,INACTIVE                            ,2021-09-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASANGELIM,ACTIVE                              ,2021-12-23-14.02.01.000000,Ticket#0213602 — Máximo - Acesso,ITEAM
  LUCASANGELIM,INACTIVE                            ,2022-08-26-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASARAUJO,ACTIVE                              ,2016-07-28-09.31.11.000000,,JULINECAETANO
  LUCASARAUJO,INACTIVE                            ,2018-02-23-14.29.06.000000,Integrante desligado em 22/02/18,JULINECAETANO
  LUCASBASILIO,NEWREG                              ,2024-05-21-09.31.30.000000,,MAXADMIN
  LUCASBASILIO,INACTIVE                            ,2024-09-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASBASILIO,ACTIVE                              ,2024-05-21-09.32.19.000000,,SILVERIOMAIA
  LUCASBATISTA,ACTIVE                              ,2024-07-16-12.04.07.000000,,ITEAM
  LUCASBATISTA,INACTIVE                            ,2024-09-13-10.23.36.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASBRUNIZO,ACTIVE                              ,2025-04-26-17.12.35.000000,,SILVERIOMAIA
  LUCASBRUNIZO,INACTIVE                            ,2025-06-16-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASBRUNIZO,NEWREG                              ,2025-04-26-17.11.10.000000,,ITEAM
  LUCASCIPRIANO,NEWREG                              ,2025-02-28-17.25.21.000000,,ITEAM
  LUCASCIPRIANO,INACTIVE                            ,2025-08-28-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASCIPRIANO,ACTIVE                              ,2025-08-27-10.27.49.000000,Ticket#2025082729001101,HELPDESK
  LUCASCIPRIANO,INACTIVE                            ,2025-04-20-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASCIPRIANO,ACTIVE                              ,2025-02-28-17.26.39.000000,,LEONARDOFRANCISCO
  LUCASCODECO,NEWREG                              ,2026-06-21-10.50.07.446000,,MAXADMIN
  LUCASCODECO,ACTIVE                              ,2026-06-24-13.03.09.055000,,LEONARDOFRANCISCO
  LUCASCODECO,INACTIVE                            ,2026-06-22-01.00.01.077000,Automatic Inativate expired user access,MAXADMIN
  LUCASCODECO,ACTIVE                              ,2026-06-21-10.50.58.944000,,SILVERIOMAIA
  LUCASCOUTO,ACTIVE                              ,2026-01-19-15.09.14.934000,,ITEAM
  LUCASCOUTO,ACTIVE                              ,2026-02-28-13.33.12.943000,,MAXADMIN
  LUCASCOUTO,BLOCKED                             ,2026-02-28-13.27.53.363000,,MAXADMIN
  LUCASCRESPIN,ACTIVE                              ,2025-08-18-09.59.54.000000,,ITEAM
  LUCASCRESPIN,INACTIVE                            ,2025-10-08-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASCRISPIM,INACTIVE                            ,2024-10-27-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASCRISPIM,NEWREG                              ,2024-07-28-13.49.29.000000,,MAXADMIN
  LUCASCRISPIM,ACTIVE                              ,2024-07-28-13.56.40.000000,,LEONARDOFRANCISCO
  LUCASDANIEL,NEWREG                              ,2026-06-04-14.16.56.137000,,MAXADMIN
  LUCASDANIEL,ACTIVE                              ,2026-06-04-14.27.07.559000,,LEONARDOFRANCISCO
  LUCASDEOLIVEIRA,ACTIVE                              ,2023-11-13-14.27.50.000000,,MAXADMIN
  LUCASDEOLIVEIRA,BLOCKED                             ,2023-11-13-14.26.42.000000,,MAXADMIN
  LUCASDEOLIVEIRA,ACTIVE                              ,2023-11-09-20.18.13.000000,,MAXADOOG
  LUCASFERNANDES,INACTIVE                            ,2023-12-09-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASFERNANDES,INACTIVE                            ,2024-07-19-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASFERNANDES,ACTIVE                              ,2025-05-19-20.55.46.000000,,HELPDESK
  LUCASFERNANDES,INACTIVE                            ,2025-05-19-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASFERNANDES,ACTIVE                              ,2025-05-18-20.52.41.000000,,HELPDESK
  LUCASFERNANDES,INACTIVE                            ,2025-04-12-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASFERNANDES,ACTIVE                              ,2024-02-06-19.15.13.000000,,ITEAM
  LUCASFERNANDES,ACTIVE                              ,2023-10-19-15.21.53.000000,,ITEAM
  LUCASFERNANDES,ACTIVE                              ,2025-02-18-10.23.13.000000,,MAXADMIN
  LUCASFERNANDES,BLOCKED                             ,2025-02-18-10.22.17.000000,,MAXADMIN
  LUCASFERNANDES,ACTIVE                              ,2025-02-18-08.53.57.000000,2025021829000211,HELPDESK
  LUCASFERNANDES,INACTIVE                            ,2025-01-16-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASFERNANDES,ACTIVE                              ,2024-11-24-06.23.29.000000,0378820,HELPDESK
  LUCASGAMBARO,ACTIVE                              ,2017-02-14-08.00.43.000000,,MAXADMIN
  LUCASGAMBARO,INACTIVE                            ,2017-06-26-14.04.52.000000,,MAXADOOG
  LUCASGUEDES,ACTIVE                              ,2025-11-15-20.33.16.000000,,LEONARDOFRANCISCO
  LUCASGUEDES,INACTIVE                            ,2026-03-26-07.45.03.253000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASGUEDES,NEWREG                              ,2025-11-15-20.31.39.000000,,ITEAM
  LUCASILVA,ACTIVE                              ,2024-05-20-04.14.55.000000,,SILVERIOMAIA
  LUCASILVA,NEWREG                              ,2024-05-20-04.11.47.000000,,MAXADMIN
  LUCASILVA,INACTIVE                            ,2024-06-03-12.40.59.000000,Automatic Inativate expired user access,MAXADMIN
  LUCASJOSE,ACTIVE                              ,2025-11-10-10.32.11.000000,,ITEAM
  LUCASMACHADO,INACTIVE                            ,2023-09-09-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASMACHADO,ACTIVE                              ,2023-07-20-13.36.20.000000,,ITEAM
  LUCASMACHADO,INACTIVE                            ,2023-07-20-13.36.15.000000,,ITEAM
  LUCASMIRANDA,ACTIVE                              ,2025-01-10-15.21.38.000000,,ITEAM
  LUCASMIRANDA,INACTIVE                            ,2025-08-20-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASMIRANDA,INACTIVE                            ,2024-11-09-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASMIRANDA,ACTIVE                              ,2024-09-19-08.49.20.000000,,ITEAM
  LUCASMIRANDA,ACTIVE                              ,2025-06-13-16.17.43.000000,,ITEAM
  LUCASMIRANDA,INACTIVE                            ,2025-03-05-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASMSOUZA,NEWREG                              ,2024-07-02-14.22.28.000000,,MAXADMIN
  LUCASMSOUZA,ACTIVE                              ,2024-07-02-14.23.56.000000,,LEONARDOFRANCISCO
  LUCASMSOUZA,INACTIVE                            ,2024-09-02-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASOALVES,NEWREG                              ,2024-01-12-15.58.42.000000,,MAXADMIN
  LUCASOALVES,INACTIVE                            ,2024-03-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASOALVES,ACTIVE                              ,2024-01-13-06.20.40.000000,,SILVERIOMAIA
  LUCASOLIVEIRAALVES,ACTIVE                              ,2025-01-31-13.26.27.000000,,SILVERIOMAIA
  LUCASOLIVEIRAALVES,INACTIVE                            ,2025-04-05-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASOLIVEIRAALVES,NEWREG                              ,2025-01-31-13.25.49.000000,,MAXADMIN
  LUCASPINHEIRO,ACTIVE                              ,2024-04-04-08.27.12.000000,,ITEAM
  LUCASPINHEIRO,INACTIVE                            ,2024-05-25-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASRANGELDASNEVES,INACTIVE                            ,2024-08-03-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASRANGELDASNEVES,NEWREG                              ,2024-06-03-18.44.55.000000,,MAXADMIN
  LUCASRANGELDASNEVES,ACTIVE                              ,2024-06-03-18.45.59.000000,,LEONARDOFRANCISCO
  LUCASRIBEIROPACHECO,NEWREG                              ,2026-06-21-10.53.16.455000,,MAXADMIN
  LUCASRIBEIROPACHECO,ACTIVE                              ,2026-06-21-10.53.39.839000,,SILVERIOMAIA
  LUCASSALES,ACTIVE                              ,2024-01-03-09.46.16.000000,,SILVERIOMAIA
  LUCASSALES,INACTIVE                            ,2024-01-18-00.00.00.000000,Automatic Inativate expired user access,MAXADMIN
  LUCASSALES,NEWREG                              ,2024-01-03-08.50.21.000000,,MAXADMIN
  LUCASSANTANA,INACTIVE                            ,2025-01-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASSANTANA,ACTIVE                              ,2024-11-14-08.40.30.000000,,ITEAM
  LUCASSANTOSOLIVEIRA,NEWREG                              ,2025-09-09-14.38.34.000000,,ITEAM
  LUCASSANTOSOLIVEIRA,INACTIVE                            ,2025-11-12-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASSANTOSOLIVEIRA,ACTIVE                              ,2025-09-09-14.41.09.000000,,SILVERIOMAIA
  LUCASSILVACARVALHO,ACTIVE                              ,2024-07-11-15.54.12.000000,,SILVERIOMAIA
  LUCASSILVACARVALHO,NEWREG                              ,2024-07-11-15.44.39.000000,,MAXADMIN
  LUCASSILVACARVALHO,INACTIVE                            ,2024-08-31-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
  LUCASSOUZA,ACTIVE                              ,2014-05-28-15.01.50.000000,,MAXADMIN
  LUCASSOUZA,INACTIVE                            ,2021-02-26-08.47.21.000000,Usuario sem acessar o sistema,MAXADOOG
  LUCASSOUZASILVA,ACTIVE                              ,2024-12-10-13.49.36.000000,,SILVERIOMAIA
  LUCASSOUZASILVA,INACTIVE                            ,2025-02-07-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
